| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   496224| 202204|22/04/2022|8704  |Hrs Extras 60%           |      0,93 |
|   496224| 202204|22/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,93 |
|   496224| 202204|22/04/2022|0110  |Período variável Presença|      8,27 |
|   496224| 202204|22/04/2022|0010  |Presença                 |      8,27 |
|   496224| 202204|22/04/2022|0301  |Hrs/extras não autorizad/|      0,93 |
|   496224| 202204|22/04/2022|0100  |Período variável         |      7,33 |
|   496224| 202204|22/04/2022|0003  |Horário individual       |      7,33 |
|   496224| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   496224| 202204|22/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   496224| 202204|22/04/2022|E837  |Hrs Normais              |      7,33 |
|   496224| 202204|22/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,48 |
|   496224| 202204|22/04/2022|BRCO  |Compensação horária      |      0,93 |
|   496224| 202204|22/04/2022|2350  |Jornada Mensal           |      7,33 |
|   496224| 202204|22/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,48 |
|   496224| 202204|22/04/2022|9401  |Sdo BH Compensável 16-31 |      1,79 |
|   496224| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |      5,90 |
|   496224| 202204|22/04/2022|P201  |Provisão Encargos Sociais|      3,75 |
|   496224| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      3,97-|
|   496224| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|      5,90 |
|   496224| 202204|22/04/2022|0002  |Tempo teórico            |      7,33 |
|   496224| 202204|22/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   496224| 202204|22/04/2022|0050  |Horas produtivas         |      8,27 |
|   496224| 202204|22/04/2022|0051  |Hrs/produtivas acumuladas|      8,27 |
|   519015| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   519015| 202204|22/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   519015| 202204|22/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   519015| 202204|22/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   519015| 202204|22/04/2022|PANT  |Par final anterior a DSR |     22,00 |
|   519015| 202204|22/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   519015| 202204|22/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,75 |
|   519015| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   519015| 202204|22/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   519015| 202204|22/04/2022|JREA  |Jornada Realizada        |      8,08 |
|   519015| 202204|22/04/2022|JRES  |Jornada Realizada Sadia  |      8,08 |
|   519015| 202204|22/04/2022|2837  |Horas Normais            |      7,33 |
|   519015| 202204|22/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   519015| 202204|22/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,75 |
|   519015| 202204|22/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   519015| 202204|22/04/2022|2502  |Banco de Horas 60%       |      0,75 |
|   519015| 202204|22/04/2022|2700  |Saldo Semanal BH         |      0,75 |
|   519015| 202204|22/04/2022|2701  |Saldo Mensal BH          |      0,75 |
|   519015| 202204|22/04/2022|E502  |Bco Hrs 60%              |      0,75 |
|   519015| 202204|22/04/2022|8704  |Hrs Extras 60%           |      0,75 |
|   519015| 202204|22/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,75 |
|   519015| 202204|22/04/2022|0110  |Período variável Presença|      8,08 |
|   519015| 202204|22/04/2022|0010  |Presença                 |      8,08 |
|   519015| 202204|22/04/2022|0301  |Hrs/extras não autorizad/|      0,75 |
|   519015| 202204|22/04/2022|0100  |Período variável         |      7,33 |
|   519015| 202204|22/04/2022|0003  |Horário individual       |      7,33 |
|   519015| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   519015| 202204|22/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   519015| 202204|22/04/2022|E837  |Hrs Normais              |      7,33 |
|   519015| 202204|22/04/2022|BRCO  |Compensação horária      |      0,75 |
|   519015| 202204|22/04/2022|2350  |Jornada Mensal           |      7,33 |
|   519015| 202204|22/04/2022|9401  |Sdo BH Compensável 16-31 |      1,05 |
|   519015| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |      7,65 |
|   519015| 202204|22/04/2022|P201  |Provisão Encargos Sociais|      4,87 |
|   519015| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      3,50-|
|   519015| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|      7,65 |
|   519015| 202204|22/04/2022|0002  |Tempo teórico            |      7,33 |
|   519015| 202204|22/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   519015| 202204|22/04/2022|0050  |Horas produtivas         |      8,08 |
|   519015| 202204|22/04/2022|0051  |Hrs/produtivas acumuladas|      8,08 |
|   554599| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   554599| 202204|22/04/2022|NDSR  |Número Dias s/ repouso   |      4,00-|
|   554599| 202204|22/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      7,33 |
|   554599| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   554599| 202204|22/04/2022|3997  |Horas de Faltas          |      7,33 |
|   554599| 202204|22/04/2022|2850  |Horas de Faltas PP       |    733,34 |
|   554599| 202204|22/04/2022|9401  |Sdo BH Compensável 16-31 |      2,68 |
|   554599| 202204|22/04/2022|BRDE  |Horas de dedução         |      7,33 |
|   554599| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |      8,13 |
|   554599| 202204|22/04/2022|P201  |Provisão Encargos Sociais|      5,17 |
|   554599| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      4,30-|
|   554599| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|      8,13 |
|   554599| 202204|22/04/2022|0002  |Tempo teórico            |      7,33 |
|   554599| 202204|22/04/2022|0005  |Saldo horário flexível   |      7,33-|
|   613939| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   613939| 202204|22/04/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   613939| 202204|22/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   613939| 202204|22/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   613939| 202204|22/04/2022|PANT  |Par final anterior a DSR |     29,53 |
|   613939| 202204|22/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   613939| 202204|22/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,53 |
|   613939| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   613939| 202204|22/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   613939| 202204|22/04/2022|JREA  |Jornada Realizada        |      6,87 |
|   613939| 202204|22/04/2022|JRES  |Jornada Realizada Sadia  |      6,87 |
|   613939| 202204|22/04/2022|2837  |Horas Normais            |      6,33 |
|   613939| 202204|22/04/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   613939| 202204|22/04/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   613939| 202204|22/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,53 |
|   613939| 202204|22/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   613939| 202204|22/04/2022|9100  |Redução Noturna          |      3,05 |
|   613939| 202204|22/04/2022|2502  |Banco de Horas 60%       |      0,53 |
|   613939| 202204|22/04/2022|2700  |Saldo Semanal BH         |      0,53 |
|   613939| 202204|22/04/2022|2701  |Saldo Mensal BH          |      0,53 |
|   613939| 202204|22/04/2022|E502  |Bco Hrs 60%              |      0,53 |
|   613939| 202204|22/04/2022|8704  |Hrs Extras 60%           |      0,53 |
|   613939| 202204|22/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,53 |
|   613939| 202204|22/04/2022|0110  |Período variável Presença|      6,87 |
|   613939| 202204|22/04/2022|0010  |Presença                 |      6,87 |
|   613939| 202204|22/04/2022|0301  |Hrs/extras não autorizad/|      0,53 |
|   613939| 202204|22/04/2022|0100  |Período variável         |      6,33 |
|   613939| 202204|22/04/2022|0003  |Horário individual       |      6,33 |
|   613939| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   613939| 202204|22/04/2022|Z200  |Horas normais troca dia  |      6,33 |
|   613939| 202204|22/04/2022|E837  |Hrs Normais              |      6,33 |
|   613939| 202204|22/04/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   613939| 202204|22/04/2022|BRCO  |Compensação horária      |      0,53 |
|   613939| 202204|22/04/2022|2350  |Jornada Mensal           |      6,33 |
|   613939| 202204|22/04/2022|2908  |Adicional Noturno 25% PP |      6,86 |
|   613939| 202204|22/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      0,18 |
|   613939| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |     19,90 |
|   613939| 202204|22/04/2022|P200  |Provisão Reflexo RSR     |      0,04 |
|   613939| 202204|22/04/2022|P201  |Provisão Encargos Sociais|     12,66 |
|   613939| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,45-|
|   613939| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|     19,72 |
|   613939| 202204|22/04/2022|0002  |Tempo teórico            |      6,33 |
|   613939| 202204|22/04/2022|0050  |Horas produtivas         |      6,87 |
|   613939| 202204|22/04/2022|0051  |Hrs/produtivas acumuladas|      6,87 |
|   624319| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   624319| 202204|22/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      6,33 |
|   624319| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   624319| 202204|22/04/2022|2841  |Codigos de Abono         |      6,33 |
|   624319| 202204|22/04/2022|3100  |Férias                   |      6,33 |
|   624319| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   624319| 202204|22/04/2022|0002  |Tempo teórico            |      6,33 |
|   624319| 202204|22/04/2022|0005  |Saldo horário flexível   |      6,33-|
|   624319| 202204|22/04/2022|TF01  |Flag de ausência         |      1,00 |
|   658953| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   658953| 202204|22/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   658953| 202204|22/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   658953| 202204|22/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   658953| 202204|22/04/2022|PANT  |Par final anterior a DSR |     13,60 |
|   658953| 202204|22/04/2022|ZSEM  |Horas sem intervalo      |      1,00 |
|   658953| 202204|22/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   658953| 202204|22/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      1,40 |
|   658953| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   658953| 202204|22/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   658953| 202204|22/04/2022|JREA  |Jornada Realizada        |      8,73 |
|   658953| 202204|22/04/2022|JRES  |Jornada Realizada Sadia  |      8,73 |
|   658953| 202204|22/04/2022|2837  |Horas Normais            |      7,33 |
|   658953| 202204|22/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   658953| 202204|22/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,27 |
|   658953| 202204|22/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   658953| 202204|22/04/2022|BRN2  |HrsExtra turno noite Ctg2|      1,13 |
|   658953| 202204|22/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   658953| 202204|22/04/2022|2502  |Banco de Horas 60%       |      1,40 |
|   658953| 202204|22/04/2022|2700  |Saldo Semanal BH         |      1,40 |
|   658953| 202204|22/04/2022|2701  |Saldo Mensal BH          |      1,40 |
|   658953| 202204|22/04/2022|E502  |Bco Hrs 60%              |      1,40 |
|   658953| 202204|22/04/2022|8704  |Hrs Extras 60%           |      1,40 |
|   658953| 202204|22/04/2022|0310  |Hrs/extrs/não autor/pres/|      1,40 |
|   658953| 202204|22/04/2022|0110  |Período variável Presença|      8,73 |
|   658953| 202204|22/04/2022|0010  |Presença                 |      8,73 |
|   658953| 202204|22/04/2022|0301  |Hrs/extras não autorizad/|      1,40 |
|   658953| 202204|22/04/2022|0100  |Período variável         |      7,33 |
|   658953| 202204|22/04/2022|0003  |Horário individual       |      7,33 |
|   658953| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   658953| 202204|22/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   658953| 202204|22/04/2022|E837  |Hrs Normais              |      7,33 |
|   658953| 202204|22/04/2022|E565  |Ad Not 25% S/ HE 60%     |      1,13 |
|   658953| 202204|22/04/2022|BRCO  |Compensação horária      |      1,40 |
|   658953| 202204|22/04/2022|2350  |Jornada Mensal           |      7,33 |
|   658953| 202204|22/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      1,13 |
|   658953| 202204|22/04/2022|9401  |Sdo BH Compensável 16-31 |      5,31 |
|   658953| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |      8,27 |
|   658953| 202204|22/04/2022|P201  |Provisão Encargos Sociais|      5,26 |
|   658953| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      7,33-|
|   658953| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|      8,27 |
|   658953| 202204|22/04/2022|0002  |Tempo teórico            |      7,33 |
|   658953| 202204|22/04/2022|0050  |Horas produtivas         |      8,73 |
|   658953| 202204|22/04/2022|0051  |Hrs/produtivas acumuladas|      8,73 |
|   660862| 202204|22/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   660862| 202204|22/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   660862| 202204|22/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   660862| 202204|22/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   660862| 202204|22/04/2022|PANT  |Par final anterior a DSR |     13,42 |
|   660862| 202204|22/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   660862| 202204|22/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      0,32 |
|   660862| 202204|22/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   660862| 202204|22/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,02 |
|   660862| 202204|22/04/2022|JREA  |Jornada Realizada        |      7,02 |
|   660862| 202204|22/04/2022|JRES  |Jornada Realizada Sadia  |      7,02 |
|   660862| 202204|22/04/2022|2837  |Horas Normais            |      7,02 |
|   660862| 202204|22/04/2022|BRTD  |Horas trabalho turno dia |      7,02 |
|   660862| 202204|22/04/2022|2400  |Horas Compensadas        |      0,32-|
|   660862| 202204|22/04/2022|2700  |Saldo Semanal BH         |      0,32-|
|   660862| 202204|22/04/2022|2701  |Saldo Mensal BH          |      0,32-|
|   660862| 202204|22/04/2022|3457  |Jorn Compens Banco Horas |      0,32 |
|   660862| 202204|22/04/2022|0110  |Período variável Presença|      7,02 |
|   660862| 202204|22/04/2022|0100  |Período variável         |      7,02 |
|   660862| 202204|22/04/2022|0010  |Presença                 |      7,02 |
|   660862| 202204|22/04/2022|0003  |Horário individual       |      7,02 |
|   660862| 202204|22/04/2022|0500  |Intervalo                |      1,00 |
|   660862| 202204|22/04/2022|Z200  |Horas normais troca dia  |      7,02 |
|   660862| 202204|22/04/2022|E837  |Hrs Normais              |      7,02 |
|   660862| 202204|22/04/2022|BRCO  |Compensação horária      |      0,32-|
|   660862| 202204|22/04/2022|2350  |Jornada Mensal           |      7,02 |
|   660862| 202204|22/04/2022|9401  |Sdo BH Compensável 16-31 |      0,12 |
|   660862| 202204|22/04/2022|9900  |Total HrC+Bco+HE=16-31   |     15,78 |
|   660862| 202204|22/04/2022|P201  |Provisão Encargos Sociais|     10,04 |
|   660862| 202204|22/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,65-|
|   660862| 202204|22/04/2022|9825  |Prov HE 100% DF PP(16-31)|     15,78 |
|   660862| 202204|22/04/2022|9357  |Bco Hrs Compensadas      |      0,32-|
|   660862| 202204|22/04/2022|4457  |Jorn Comp/ Banco Horas   |      0,32-|
|   660862| 202204|22/04/2022|0002  |Tempo teórico            |      7,33 |
|   660862| 202204|22/04/2022|0005  |Saldo horário flexível   |      0,32-|
|   660862| 202204|22/04/2022|0050  |Horas produtivas         |      7,02 |
|   660862| 202204|22/04/2022|0051  |Hrs/produtivas acumuladas|      7,02 |
|   306492| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306492| 202204|23/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   306492| 202204|23/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   306492| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   306492| 202204|23/04/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   306492| 202204|23/04/2022|PANT  |Par final anterior a DSR |     13,65 |
|   306492| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   306492| 202204|23/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,63 |
|   306492| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   306492| 202204|23/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   306492| 202204|23/04/2022|JREA  |Jornada Realizada        |      7,97 |
|   306492| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      7,97 |
|   306492| 202204|23/04/2022|2837  |Horas Normais            |      7,33 |
|   306492| 202204|23/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   306492| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,32 |
|   306492| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   306492| 202204|23/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,32 |
|   306492| 202204|23/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   306492| 202204|23/04/2022|2502  |Banco de Horas 60%       |      0,63 |
|   306492| 202204|23/04/2022|2700  |Saldo Semanal BH         |      0,63 |
|   306492| 202204|23/04/2022|2701  |Saldo Mensal BH          |      0,63 |
|   306492| 202204|23/04/2022|E502  |Bco Hrs 60%              |      0,63 |
|   306492| 202204|23/04/2022|8704  |Hrs Extras 60%           |      0,63 |
|   306492| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,63 |
|   306492| 202204|23/04/2022|0110  |Período variável Presença|      7,97 |
|   306492| 202204|23/04/2022|0010  |Presença                 |      7,97 |
|   306492| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      0,63 |
|   306492| 202204|23/04/2022|0100  |Período variável         |      7,33 |
|   306492| 202204|23/04/2022|0003  |Horário individual       |      7,33 |
|   306492| 202204|23/04/2022|0500  |Intervalo                |      1,00 |
|   306492| 202204|23/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   306492| 202204|23/04/2022|E837  |Hrs Normais              |      7,33 |
|   306492| 202204|23/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,32 |
|   306492| 202204|23/04/2022|BRCO  |Compensação horária      |      0,63 |
|   306492| 202204|23/04/2022|2350  |Jornada Mensal           |      7,33 |
|   306492| 202204|23/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,32 |
|   306492| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      2,39 |
|   306492| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     20,37 |
|   306492| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,48 |
|   306492| 202204|23/04/2022|P201  |Provisão Encargos Sociais|     12,96 |
|   306492| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     17,98 |
|   306492| 202204|23/04/2022|0002  |Tempo teórico            |      7,33 |
|   306492| 202204|23/04/2022|0050  |Horas produtivas         |      7,97 |
|   306492| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      7,97 |
|   306762| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   306762| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      2,00-|
|   306762| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      2,00-|
|   306762| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      2,45 |
|   306762| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |      2,45 |
|   306762| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,49 |
|   306762| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      1,56 |
|   307458| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   307458| 202204|23/04/2022|PAND  |Par inicial  teórico dia |      5,00 |
|   307458| 202204|23/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |      5,00 |
|   307458| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   307458| 202204|23/04/2022|PANT  |Par final anterior a DSR |     13,15 |
|   307458| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   307458| 202204|23/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,08 |
|   307458| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   307458| 202204|23/04/2022|NUMQ  |Numero Horas Tipo Proc/ Q|      0,18 |
|   307458| 202204|23/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,15 |
|   307458| 202204|23/04/2022|JREA  |Jornada Realizada        |      7,42 |
|   307458| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      7,42 |
|   307458| 202204|23/04/2022|2837  |Horas Normais            |      7,15 |
|   307458| 202204|23/04/2022|BRTD  |Horas trabalho turno dia |      7,15 |
|   307458| 202204|23/04/2022|BRTN  |Hrs/trabalho turno noite |      0,18 |
|   307458| 202204|23/04/2022|BRN1  |HrsExtra turno noite Ctg1|      0,08 |
|   307458| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   307458| 202204|23/04/2022|2502  |Banco de Horas 60%       |      0,08 |
|   307458| 202204|23/04/2022|2700  |Saldo Semanal BH         |      0,08 |
|   307458| 202204|23/04/2022|2701  |Saldo Mensal BH          |      0,08 |
|   307458| 202204|23/04/2022|E502  |Bco Hrs 60%              |      0,08 |
|   307458| 202204|23/04/2022|8704  |Hrs Extras 60%           |      0,08 |
|   307458| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,27 |
|   307458| 202204|23/04/2022|0110  |Período variável Presença|      7,42 |
|   307458| 202204|23/04/2022|0010  |Presença                 |      7,42 |
|   307458| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      0,27 |
|   307458| 202204|23/04/2022|0100  |Período variável         |      7,33 |
|   307458| 202204|23/04/2022|0003  |Horário individual       |      7,33 |
|   307458| 202204|23/04/2022|0500  |Intervalo                |      1,00 |
|   307458| 202204|23/04/2022|0120  |Período variável Ausência|      0,18 |
|   307458| 202204|23/04/2022|0020  |Ausência                 |      0,18 |
|   307458| 202204|23/04/2022|Z200  |Horas normais troca dia  |      7,33 |
|   307458| 202204|23/04/2022|E837  |Hrs Normais              |      7,33 |
|   307458| 202204|23/04/2022|E455  |Adicional Noturno 25%    |      0,18 |
|   307458| 202204|23/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,08 |
|   307458| 202204|23/04/2022|BRCO  |Compensação horária      |      0,08 |
|   307458| 202204|23/04/2022|2350  |Jornada Mensal           |      7,33 |
|   307458| 202204|23/04/2022|2908  |Adicional Noturno 25% PP |      0,18 |
|   307458| 202204|23/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,08 |
|   307458| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      4,35 |
|   307458| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     12,48 |
|   307458| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,87 |
|   307458| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      7,94 |
|   307458| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|      8,13 |
|   307458| 202204|23/04/2022|0002  |Tempo teórico            |      7,33 |
|   307458| 202204|23/04/2022|0050  |Horas produtivas         |      7,42 |
|   307458| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      7,42 |
|   308176| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308176| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308176| 202204|23/04/2022|PANT  |Par final anterior a DSR |     18,90 |
|   308176| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      1,00 |
|   308176| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308176| 202204|23/04/2022|NUMM  |Numero Horas Tipo Proc/ M|      5,60 |
|   308176| 202204|23/04/2022|JREA  |Jornada Realizada        |      5,60 |
|   308176| 202204|23/04/2022|JRES  |Jornada Realizada Sadia  |      5,60 |
|   308176| 202204|23/04/2022|2843  |Intervalo Intrajornada   |      5,60 |
|   308176| 202204|23/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      5,60 |
|   308176| 202204|23/04/2022|BRT1  |Horas extra categoria 1  |    100,00 |
|   308176| 202204|23/04/2022|0310  |Hrs/extrs/não autor/pres/|      5,60 |
|   308176| 202204|23/04/2022|0110  |Período variável Presença|      5,60 |
|   308176| 202204|23/04/2022|0010  |Presença                 |      5,60 |
|   308176| 202204|23/04/2022|0301  |Hrs/extras não autorizad/|      5,60 |
|   308176| 202204|23/04/2022|Z060  |Horas extras troca dia   |      5,60 |
|   308176| 202204|23/04/2022|E711  |Hrs Extras Dom/Fer100%   |      5,60 |
|   308176| 202204|23/04/2022|8711  |Hrs Extras Dom/Fer100%   |      5,60 |
|   308176| 202204|23/04/2022|E411  |Hrs Extras Dom/Fer100%   |      5,60 |
|   308176| 202204|23/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      5,60 |
|   308176| 202204|23/04/2022|9502  |Prov H/ Bco/ 16/31-  60% |      0,42 |
|   308176| 202204|23/04/2022|9900  |Total HrC+Bco+HE=16-31   |     13,79 |
|   308176| 202204|23/04/2022|P200  |Provisão Reflexo RSR     |      0,08 |
|   308176| 202204|23/04/2022|P201  |Provisão Encargos Sociais|      8,78 |
|   308176| 202204|23/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,43-|
|   308176| 202204|23/04/2022|9825  |Prov HE 100% DF PP(16-31)|     13,37 |
|   308176| 202204|23/04/2022|0050  |Horas produtivas         |      5,60 |
|   308176| 202204|23/04/2022|0051  |Hrs/produtivas acumuladas|      5,60 |
|   308322| 202204|23/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   308322| 202204|23/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   308322| 202204|23/04/2022|PANT  |Par final anterior a DSR |     22,25 |
|   308322| 202204|23/04/2022|NSSR  |Número Semanas s/ repouso|      1,00 |
|   308322| 202204|23/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   308322| 202204|23/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   308322| 202204|23/04/2022|NUMM  |Numero Horas Tipo Proc/ M|      9,03 |
